Year,Month,Day,Precipitation,Relative Humidity,Pressure,Temp_avg,Temp_min,Temp_max
2011,November,4,0,52.9,97.88,18.43,15.14,24.66
2011,November,5,0.49,60.03,97.66,14.47,10.51,19.15
2011,November,6,0.1,60.45,98.29,13.41,7.98,19.94
2011,November,7,0,53.62,98.71,14.08,7.72,20.64
2011,November,8,0,46.16,98.85,14.9,10.26,21.2
2011,November,9,0,43.89,98.85,15.28,10.19,21.55
2011,November,10,0,47.21,98.76,15.49,10.13,22.41
2011,November,11,0,49.44,98.99,15.88,10.81,22.32
2011,November,12,0,46.6,99.32,15.91,11.25,22.4
2011,November,13,0,51,99.42,14.96,10.64,20.05
2011,November,14,0,62.44,99.07,13.97,9.54,19.34
2011,November,15,0.02,63.61,98.52,13.78,10.57,18.65
2011,November,16,0.01,62.05,98.54,13.8,8.48,20.61
2011,November,17,0.01,61.29,98.85,14.04,7.9,21.24
2011,November,18,0.05,64.22,98.94,14.27,10.8,18.49
2011,November,19,0.04,63.76,98.78,13.89,10.2,18.5
2011,November,20,0.02,57.09,98.52,14.49,9.4,19.24
2011,November,21,0.38,52.44,97.63,15.5,11.02,20.21
2011,November,22,0.21,68.12,97.99,13.6,9.17,20.19
2011,November,23,0.04,67.27,98.74,12.46,6.38,19.32
2011,November,24,0.03,65.86,99.16,14.46,9.18,20.43
2011,November,25,0.01,63.2,99.17,15.23,10.55,21
2011,November,26,0.12,61.29,99.15,15.8,10.99,22.21
2011,November,27,1.49,68.07,98.77,15.77,13.38,19.48
2011,November,28,0.52,61.11,98.51,14.46,10.11,19.97
2011,November,29,0.22,62.9,98.82,13.53,9.03,20.5
2011,November,30,0.02,64.15,99.48,13,8.02,19.06
2011,December,1,0.04,64.93,99.75,13.87,10.77,18.93
2011,December,2,0.01,72.54,99.3,12.95,10.27,16.85
2011,December,3,0,63.4,99.08,13.09,9.51,18.21
2011,December,4,0,51.24,99.17,12.76,8.45,19.82
2011,December,5,0,56.41,99.17,12.74,8.31,18.45
2011,December,6,0,58.46,99.2,12.64,6.66,20.27
2011,December,7,0,62.87,99.68,12.83,7.35,20.64
2011,December,8,0,62.36,99.73,12.77,8.31,19.18
2011,December,9,0,60.81,99.52,10.78,6.48,17.72
2011,December,10,0,61.69,99.24,9.27,6.03,13.65
2011,December,11,0,54.89,99.04,10.79,7.4,16.64
2011,December,12,0,60.91,99.17,11.32,6.23,18.4
2011,December,13,0,63.12,99.42,10.99,5.57,17.8
2011,December,14,0,59.3,99.5,11.21,6.48,16.77
2011,December,15,0,60,99.56,12.35,8.46,19.29
2011,December,16,0,67.41,99.3,11.64,7.14,18.38
2011,December,17,0.37,64.94,98.5,11.78,6.29,19.43
2011,December,18,0.19,63.28,98.58,8.7,4.36,14.61
2011,December,19,0.1,61.61,99.12,7.06,3.02,13.24
2011,December,20,0.03,61.67,99.45,6.75,1.67,14.11
2011,December,21,0.19,67.77,99.04,9.85,4.15,17.72
2011,December,22,0.23,73.8,99.15,12.02,7.6,19.18
2011,December,23,0.06,67.3,99.3,11.75,6.78,18.43
2011,December,24,0.03,65.37,99.44,11.41,6.86,18.46
2011,December,25,0.04,59.98,99.62,9.3,4.65,16.53
2011,December,26,0.15,63.68,99.74,9.47,5.09,14.56
2011,December,27,0.49,67.1,99.64,8.54,6.09,11.88
2011,December,28,0.63,68.48,99.42,7.31,4.18,12.37
2011,December,29,0.06,63.68,99.33,8.42,2.54,16.09
2011,December,30,0.07,65.54,99.5,8.21,4.13,14.98
2011,December,31,0.01,67.88,99.54,9.38,3.89,17.2
2012,January,1,0,61.55,99.64,11.2,5.4,18.56
2012,January,2,0.02,62.13,99.61,11.02,6,17.36
2012,January,3,0.14,67.41,99.67,10.07,5.76,16.72
2012,January,4,0.06,64.19,99.68,9.97,4.11,18.89
2012,January,5,0.1,64.59,99.33,10.9,5.98,19.23
2012,January,6,0.1,55.72,98.71,10.93,6.03,19.43
2012,January,7,0.1,59.58,99.46,8.5,4.17,15.49
2012,January,8,0.03,66.54,99.46,8.83,3.76,16.53
2012,January,9,0.03,62.59,99.32,9,2.77,17.42
2012,January,10,0.01,63.63,99.93,8.21,3.89,13.98
2012,January,11,0,61.85,99.97,8.88,4.23,16.24
2012,January,12,0,59.14,100.08,8.1,3.23,15.16
2012,January,13,0,48.77,99.66,8.11,4.53,14.5
2012,January,14,0,56.02,99.02,8.39,2.95,15.91
2012,January,15,0,65.4,98.74,8.55,3.44,15.61
2012,January,16,0.25,56.29,98.33,9.47,5.65,15.01
2012,January,17,0.01,52.25,98.67,10.23,5.92,16.72
2012,January,18,0.19,61.22,99.57,9.52,4.56,15.43
2012,January,19,0,51.71,100.28,7.47,1.64,13.8
2012,January,20,0,47.49,99.96,7.77,2.97,14.31
2012,January,21,0,53.58,99.45,8.92,1.61,17.85
2012,January,22,0.52,69.59,99.06,8.56,3.65,13.65
2012,January,23,1.69,64.82,98.65,10.18,5.81,16.65
2012,January,24,0.01,63.92,98.86,10.37,4.32,19.6
2012,January,25,0,59.35,98.86,10.61,4.31,18.65
2012,January,26,0,61.14,98.81,9.38,4.75,15.99
2012,January,27,0,57.22,98.77,9.76,4.9,15.99
2012,January,28,0.18,62.72,98.64,10.01,7.04,14.64
2012,January,29,0.75,62.44,98.35,9.16,4.47,14.82
2012,January,30,2.1,66.86,98.28,7.29,3.98,11.68
2012,January,31,0.21,55.87,98.85,8.89,4.33,15.99
2012,February,1,0,39.83,98.55,8.51,2.33,16.77
2012,February,2,0.19,42.81,97.85,8.74,3.34,16.07
2012,February,3,2.09,62.89,97.87,7.31,4.49,11.91
2012,February,4,1.71,58.04,98.62,5.5,2.43,10.08
2012,February,5,0.26,53.72,98.9,3.51,-0.36,8.17
2012,February,6,0.16,58.68,98.63,4.09,-1.37,10.34
2012,February,7,0.31,62.49,98.27,4.63,0.08,10.08
2012,February,8,0.11,58.78,98.56,3.61,-1.78,9.48
2012,February,9,0.06,61.49,98.98,6.47,0.56,13.34
2012,February,10,0.04,57,98.76,7,2.56,13.4
2012,February,11,0.52,62.63,98.33,6.97,2.54,12.65
2012,February,12,0.01,46.87,98.55,5.42,0.59,11.58
2012,February,13,0.14,55.18,98.76,3.67,-1.59,9.44
2012,February,14,0.03,52.28,98.8,4.61,-1.5,10.9
2012,February,15,0.03,55.88,99.13,6.24,0.54,13.36
2012,February,16,0.01,51.67,99.06,6.96,0.27,15.09
2012,February,17,0,55.1,99.25,7.72,1.38,15.07
2012,February,18,0,45.33,99.21,7.67,1.9,15.3
2012,February,19,0,45.42,98.97,8.87,2.49,15.87
2012,February,20,0.34,49.5,98.92,10.54,4.44,16.62
2012,February,21,4.07,70.96,98.91,7.85,5.73,10.82
2012,February,22,0.4,63.73,98.61,9.25,3.91,15.37
2012,February,23,0.13,58.44,99.08,11.34,6.46,18.57
2012,February,24,0.01,59.98,99.65,11.24,6.15,17.49
2012,February,25,0,57.16,99.22,11.93,6.03,18.49
2012,February,26,0,47.33,98.57,12.31,5.79,20.27
2012,February,27,0,50.18,98.85,12.29,5.51,20.99
2012,February,28,0,48.6,99.22,10.42,4.87,16.89
2012,February,29,0,40.42,99.13,11.09,5.03,18.16
2012,March,1,0,40,99.18,13.19,6.63,20.62
2012,March,2,0,42.89,99.67,12.67,6.26,20.23
2012,March,3,0,39.85,99.57,14.25,8.19,22.25
2012,March,4,0.01,48.06,99.24,13.64,7.19,21.39
2012,March,5,0.19,52.53,98.98,13.96,8.2,20.81
2012,March,6,0.3,57.78,98.84,10.33,4.81,16.11
2012,March,7,0.26,51.39,98.86,9.38,4.15,15.15
2012,March,8,0.3,52.92,98.88,9.8,3.14,16.4
2012,March,9,0.13,47,98.73,11.21,4.6,18.84
2012,March,10,0.52,55.28,98.65,11.99,8.39,17.38
2012,March,11,0.08,50.09,98.87,11.65,6.39,18.73
2012,March,12,1.37,53.6,99.14,11.83,4.56,20.16
2012,March,13,0,40.48,99.39,13.57,5.83,22.19
2012,March,14,0,34.27,99.41,15.23,8.58,23.55
2012,March,15,0,33.66,99.55,15.06,7.45,23.73
2012,March,16,0,37.77,99.71,14.44,7.48,22.81
2012,March,17,0,35.98,99.66,15.14,7.65,24.08
2012,March,18,0,31.12,99.48,15.24,8.14,23.7
2012,March,19,0,28.31,99.29,15.29,7.77,23.77
2012,March,20,0,30.19,99.17,16.35,8.22,24.36
2012,March,21,0,32.92,99.08,17.13,10.04,24.79
2012,March,22,0,46.73,99.17,15.6,11.84,19.85
2012,March,23,0,42.51,99.16,17.41,10.36,25.89
2012,March,24,0.02,43.65,98.99,17.29,10.48,24.62
2012,March,25,0.13,35.48,98.75,20.41,14.65,27.12
2012,March,26,4.96,62.59,99.13,14.71,12.24,16.26
2012,March,27,1.09,67.27,99.1,14.56,11.75,19.12
2012,March,28,2.99,64.75,99.18,13.3,9.33,17.13
2012,March,29,0.19,61.56,98.85,13.97,11.67,18.22
2012,March,30,0.78,55.79,98.31,16.31,11.45,22.91
2012,March,31,0,50.98,98.2,16.2,9.18,23.25
2012,April,1,0.09,43.63,97.77,19.85,13.21,26.85
2012,April,2,0,33.72,97.39,20.77,14.86,27.55
2012,April,3,0.38,42.83,97.4,19.4,12.27,26.93
2012,April,4,2.37,47,97.4,17.51,12.01,23.23
2012,April,5,0.37,46.19,97.76,17.99,11.59,24.71
2012,April,6,1.22,46.25,97.85,18.53,12.93,25.03
2012,April,7,0.04,38.92,98.25,17.17,9.45,23.85
2012,April,8,0.11,34.38,98.31,17.6,11.89,24.73
2012,April,9,0,32.02,98.3,18.44,9.12,27.08
2012,April,10,0.44,35.97,97.93,20.81,11.63,30.22
2012,April,11,0,39.78,97.86,19.45,14.13,26.19
2012,April,12,8.16,53.7,97.32,17.56,12.19,22.99
2012,April,13,1.76,58.18,97.15,14.41,9.17,20.11
2012,April,14,1.34,51.29,97.82,14.58,7.64,20.46
2012,April,15,1.67,58.62,97.46,13.14,9.13,17.66
2012,April,16,0.61,51.56,97.74,12.46,6.36,18.39
2012,April,17,0.17,50.96,98.34,11.8,7.39,16.69
2012,April,18,0,40.04,98.04,15.56,5.01,25.29
2012,April,19,0.03,46.81,97.68,16.24,10.42,22.54
2012,April,20,0.02,50.85,98.09,16.53,8.6,24.15
2012,April,21,0,40.31,98.47,19.3,10.45,27.82
2012,April,22,0.05,33.68,98.26,21.62,14.71,28.77
2012,April,23,0.12,38.41,97.94,22.02,15.72,29.12
2012,April,24,0,35.54,98.14,21.21,13.58,28.65
2012,April,25,0,26.79,98.25,22.04,14.22,30.43
2012,April,26,0,28.7,98.43,22.53,13.3,32.36
2012,April,27,0,30.19,98.31,23.56,16.22,31.12
2012,April,28,0.01,34.36,98.18,23.19,17.31,29.45
2012,April,29,1.6,40.11,98.21,22.65,18.45,28.59
2012,April,30,0.02,39.12,97.99,22.27,15.5,29.86
2012,May,1,0.05,31.48,98.29,21.23,14.11,28.56
2012,May,2,0.1,37.85,98.45,21.86,14.98,29.24
2012,May,3,0.08,28.92,98.2,21.7,15.62,28.76
2012,May,4,0,29.26,98.17,23.31,14.93,30.67
2012,May,5,0,27.73,98.25,23.28,14.87,31.26
2012,May,6,0,31.14,98.15,24.42,16.45,32.05
2012,May,7,0.01,33.7,98.55,23.83,17.99,31.27
2012,May,8,0,32.24,98.87,22.27,15.16,29.35
2012,May,9,0,30,98.87,22.49,14.93,29.84
2012,May,10,0,28.33,99,24.38,16.37,32.08
2012,May,11,0,28.74,99.1,24.63,16.94,32.67
2012,May,12,0,29.14,99.09,24.76,17.15,32.16
2012,May,13,0,26.03,98.74,26.34,16.83,34.48
2012,May,14,0,28.42,98.23,27.42,20.35,35.78
2012,May,15,0,29.93,98.26,27.73,20.61,35.33
2012,May,16,0,28.44,98.59,26.66,18.29,35.13
2012,May,17,0,31.27,98.51,26.38,19.62,33.41
2012,May,18,0.11,36.42,98.18,23.87,19.75,29.29
2012,May,19,0.01,34.15,97.81,27.61,21.33,34.28
2012,May,20,0.4,44.07,97.68,23.19,17.43,29.83
2012,May,21,0.01,36.09,98.39,18.63,12.89,23.78
2012,May,22,0,30.66,98.71,20.9,11.47,29.17
2012,May,23,0,28.62,98.65,23.57,14.85,31.31
2012,May,24,0,33.26,98.65,23.44,14.81,30.54
2012,May,25,0,30.75,98.39,25.29,17.43,32.6
2012,May,26,0,24.8,98.29,27.15,18.29,35
2012,May,27,0.03,30.42,98.41,28.33,21.19,35.87
2012,May,28,1.38,37.48,98.33,28.01,22.56,35.71
2012,May,29,0.3,37.01,98.13,29.17,21.6,38.12
2012,May,30,0,36.62,98.51,28.48,21.03,34.95
2012,May,31,0,36.7,98.74,27.03,21.68,32.35
2012,June,1,0,38.46,98.51,28.17,22.13,33.56
2012,June,2,0.07,28.07,98.51,28.23,22.52,33.66
2012,June,3,0.08,26.59,98.36,29.9,22.06,36.77
2012,June,4,0.03,31.31,98.23,31.04,24.14,38.4
2012,June,5,0,33.38,98.36,30.47,22.6,37.17
2012,June,6,0,29.17,98.33,30.29,23.51,36.87
2012,June,7,0,20.15,98.05,33.41,24.59,41.55
2012,June,8,0,18.14,97.8,33.8,26.12,42.72
2012,June,9,0.06,31.98,98.07,30.64,23.98,37.1
2012,June,10,0,31.38,98.25,29.25,20.71,36.54
2012,June,11,0,27.4,98.11,29.6,22.68,36.73
2012,June,12,0,22.92,97.9,31.53,23.8,39.2
2012,June,13,0.08,30.99,98.24,30.42,23.61,36.53
2012,June,14,0.06,29.28,98.38,29.38,22.46,35.97
2012,June,15,0,19.27,98.35,34.02,25.25,42.37
2012,June,16,0.01,18.93,98.37,34.59,27.7,41.89
2012,June,17,0.01,22.4,98.4,34.03,26.97,41.33
2012,June,18,0.02,31.94,98.48,32,25.45,40.03
2012,June,19,0,23.64,98.4,33.38,26.86,40.3
2012,June,20,0,16.71,98.26,35.78,27.68,43.49
2012,June,21,0.01,18.6,98.17,35.1,26.9,42.88
2012,June,22,0,23.11,98.46,34.7,29.05,40.53
2012,June,23,0,20.72,98.72,35.66,27.83,42.99
2012,June,24,0,19.66,98.6,34.73,28.26,42.11
2012,June,25,0,20.74,98.54,33.61,26.27,40.66
2012,June,26,0,18.96,98.71,33.41,25.31,40.47
2012,June,27,0,20.47,98.58,33.63,25.79,40.61
2012,June,28,0,17.75,98.29,33.88,25.94,40.86
2012,June,29,0,19.32,98.26,34.34,29.14,40.36
2012,June,30,0,18.43,98.19,35.03,27.07,42.18
2012,July,1,0,21.66,98.15,33.5,26.64,39.82
2012,July,2,0.02,23.86,98.46,32.38,26.83,38.78
2012,July,3,0,23.13,98.38,32.74,25.64,40.17
2012,July,4,0,16.42,97.86,35.33,26.6,43.08
2012,July,5,0,18.77,97.78,36.35,28.77,43.25
2012,July,6,0.05,14.47,97.94,37.12,29.21,44.58
2012,July,7,0.03,14.84,98.06,37.78,31.75,45.13
2012,July,8,0.31,15.72,98.06,38.2,30.24,46.75
2012,July,9,0.09,17.71,98.1,38.1,31.21,45.63
2012,July,10,0.25,19.02,98.24,37.55,31.47,44.53
2012,July,11,0,19.09,98.45,36.75,29.84,44.17
2012,July,12,0.01,12.21,98.42,38.11,29.88,46.06
2012,July,13,0,15.9,98.28,38.34,30.23,45.47
2012,July,14,0.28,19.02,98.2,37.75,32.65,43.58
2012,July,15,0,19.44,98.25,37.91,30.41,45.64
2012,July,16,0,29.2,98.78,35.01,29.55,40.76
2012,July,17,0,25.77,98.93,32.74,26.95,39.26
2012,July,18,0,24.06,98.76,30.53,24.86,36.79
2012,July,19,0,25.12,98.55,30.1,23.34,36.78
2012,July,20,0,20.36,98.37,32.88,24.04,40.84
2012,July,21,0.01,15.69,98.17,34.57,25.69,43.27
2012,July,22,0,25.87,98.11,33.03,25.41,40.65
2012,July,23,0,27.32,98.16,27.77,22.03,33.96
2012,July,24,0,25.36,98.24,27.45,18.72,34.91
2012,July,25,0,25.06,98.44,30.8,22.4,38.13
2012,July,26,0,20.21,98.48,33.64,25.56,40.71
2012,July,27,0,18.39,98.32,34.99,27.02,42.75
2012,July,28,0,18.89,98.2,35.34,27.23,43.06
2012,July,29,0,16.48,98.34,35.71,27.47,43.85
2012,July,30,0,16.54,98.4,37.47,29.29,46.38
2012,July,31,0,21.67,98.4,35.42,28.45,43.49
2012,August,1,0,19.74,98.39,34.1,26.47,41.51
2012,August,2,0,17.21,98.34,35.33,26.85,43.14
2012,August,3,0.51,18.07,98.27,37.73,31.26,44.81
2012,August,4,0,18.92,98.13,35.89,28.94,43.39
2012,August,5,0,13.07,98.05,36.32,28.08,45.28
2012,August,6,0,11.53,98.3,35.53,28.03,43.99
2012,August,7,0,16.04,98.62,35.45,27.58,43.08
2012,August,8,0.13,24.89,98.77,34.75,29.28,40.2
2012,August,9,0.01,18.19,98.69,37.46,29.83,44.91
2012,August,10,0,15.41,98.53,37.47,30.57,45.45
2012,August,11,0,16.34,98.34,35.24,27.34,43.73
2012,August,12,0,17.57,98.4,33.21,26.22,40.22
2012,August,13,0,15.01,98.17,34.94,27.61,41.88
2012,August,14,0,12.99,98.03,35.74,27.76,43.94
2012,August,15,0.25,18.62,98.27,35.6,28.49,42.82
2012,August,16,0.01,22.6,98.54,35.44,29.79,41.78
2012,August,17,0,14.71,98.36,37.22,30.03,45.3
2012,August,18,0,18.55,98.4,34.97,28.86,43.22
2012,August,19,0,28.31,98.71,31.68,25.76,38.26
2012,August,20,0.44,32.42,98.82,31.58,25.12,37.42
2012,August,21,0.01,29.4,98.71,31.86,25.83,37.79
2012,August,22,0,28.06,98.59,31.65,25.43,37.68
2012,August,23,0,26.91,98.4,31.56,25.19,37.97
2012,August,24,0.12,23.68,98.25,32.43,26.74,39.21
2012,August,25,0,16.57,98.25,33.17,25.68,41.55
2012,August,26,0,21.72,98.28,33.01,25.5,40.98
2012,August,27,0,33.43,98.61,32.2,25.66,38.24
2012,August,28,0,31.56,98.71,30.94,25.27,36.57
2012,August,29,0,28.97,98.79,30.58,24.4,37.67
2012,August,30,0.09,26.96,98.62,31.23,24.13,38.72
2012,August,31,8.32,39.54,98.5,29.32,23.93,37.02
2012,September,1,4.5,56.1,98.59,24.77,21.34,28.76
2012,September,2,3.78,55.59,98.48,23.6,17.65,28.65
2012,September,3,0.01,43.41,98.54,22.69,15.86,29.45
2012,September,4,0,40.11,98.49,24.68,17.56,31.05
2012,September,5,0.01,39.7,98.56,26.37,20.84,32.16
2012,September,6,0,36.24,98.68,28.87,23.43,35.39
2012,September,7,1.72,40.4,98.85,29.32,23.42,35.02
2012,September,8,0.47,37.37,98.72,29.9,24.53,35.86
2012,September,9,0.63,36.57,98.6,29.94,23.64,36.07
2012,September,10,0.11,31.17,98.53,30.75,24.18,38.19
2012,September,11,0.07,28.34,98.58,30.97,25.73,37.87
2012,September,12,0.03,27.17,98.23,30.89,22.82,40.11
2012,September,13,0.19,36.7,97.83,28.16,20.18,35.69
2012,September,14,0.06,43.16,98.2,22.7,16.94,28.89
2012,September,15,0.02,42.6,98.4,22.87,15.2,30.48
2012,September,16,0,33.3,98.49,24.31,17.03,31.3
2012,September,17,0,24.31,98.5,26.36,18.23,34.28
2012,September,18,0,20.48,98.39,27.12,18.91,36.43
2012,September,19,0.01,22.2,98.31,27.22,20.7,33.83
2012,September,20,0.03,32.45,98.64,28.77,23.27,34.85
2012,September,21,0,35.23,98.86,28.3,24.33,34.32
2012,September,22,0,28.29,98.72,28.46,24.19,35.01
2012,September,23,0.01,20.73,98.7,29.5,23.68,37.27
2012,September,24,2.18,25.69,98.52,28.95,23.23,36.72
2012,September,25,0.59,39.44,98.26,24.84,21.67,28.76
2012,September,26,0.34,25.54,98.06,25.62,19.29,32.51
2012,September,27,0.01,25.75,98.07,27.02,20.5,34.25
2012,September,28,0.01,22.79,97.99,28.96,23.8,35.61
2012,September,29,0.01,29.02,98.22,27.51,22.81,33.68
2012,September,30,0,33.52,98.36,25.83,19.71,32.46
2012,October,1,0,39.65,98.77,24.87,19.07,31.11
2012,October,2,0,34.28,98.93,26.01,20.62,32.7
2012,October,3,0,33.72,98.91,26.45,21.03,32.84
2012,October,4,0,29.19,98.77,26.71,20.17,34.07
2012,October,5,0,23.07,98.8,27.88,21.57,35.69
2012,October,6,0,22.07,98.86,29.06,23.96,36.07
2012,October,7,0,21.19,98.89,28.33,22.13,35.43
2012,October,8,0,24.97,98.66,27.82,21.91,35.55
2012,October,9,0,34.73,98.58,26.63,20.96,32.81
2012,October,10,0,26.36,98.32,27.61,21.72,34.06
2012,October,11,0.31,32.46,98.18,26.44,22.23,32.97
2012,October,12,0.92,40.97,98.29,25.83,21.9,31.89
2012,October,13,0.14,41.29,98.25,24.16,18.88,30.47
2012,October,14,0.04,39.45,98.1,23.07,18.09,28.45
2012,October,15,0.39,42.32,97.84,22.22,18.81,26.91
2012,October,16,0.07,49.67,98.59,20.58,15.66,26.05
2012,October,17,0.03,49.75,98.9,19.73,14.53,25.89
2012,October,18,0,49.46,98.62,20.71,15.09,27.1
2012,October,19,0.07,58.32,98.5,20.68,16.8,24.99
2012,October,20,0.08,44.89,98.31,24.11,18.92,29.9
2012,October,21,0.07,55.27,98.41,20.6,16.48,23.83
2012,October,22,0,48.47,98.56,19.99,14.43,26.27
2012,October,23,1.28,51.47,98.61,21.09,15.75,27.33
2012,October,24,0.15,42.81,98.46,20.95,16.12,27.18
2012,October,25,0.02,40.19,98.17,22.25,16.49,28.91
2012,October,26,12.26,59.72,97.72,19.22,16.38,22.76
2012,October,27,11.29,60.97,97.39,19.56,15.24,25.65
2012,October,28,0.3,55.97,97.87,16.7,9.72,22.46
2012,October,29,0,49.93,98.57,12.73,6.46,18.94
2012,October,30,0.27,59.15,98.03,13.26,11.04,16.31
2012,October,31,0.91,58.16,97.14,16.6,12.22,23.79
2012,November,1,0.05,61.92,97.69,18.84,11.99,25.9
2012,November,2,0.12,60.11,98.46,19.04,14.14,25.01
2012,November,3,0.1,53.11,98.72,19.85,14.51,25.85
2012,November,4,0,52.47,98.56,20.99,16.22,27.36
2012,November,5,0.01,52.24,98.53,23.04,17.32,30.23
2012,November,6,0.11,51.65,98.64,22.54,17.55,28.52
2012,November,7,0.62,46.38,98.94,23.32,18.72,30.2
2012,November,8,0,63.07,99.29,18.37,15.12,22.53
2012,November,9,0,64.69,98.87,18.39,13.88,24.29
2012,November,10,0.44,57.32,98.23,19.71,14.38,25.6
2012,November,11,0.23,54.31,97.76,18.02,14.4,23.16
2012,November,12,4.38,43.15,97.76,18.79,13.65,23.23
2012,November,13,6.05,56.71,97.99,14.67,10.26,18.19
2012,November,14,0.85,59.32,98.1,12.7,10.04,16.45
2012,November,15,0.03,61.35,98.4,14.56,8.56,22.01
2012,November,16,0.01,63.15,98.64,14.96,10.26,20.71
2012,November,17,1.87,64.88,98.39,14.06,10.79,17.58
2012,November,18,0.37,66.9,97.97,15.06,10.67,19.91
2012,November,19,1.04,61.46,98.15,15.84,12.1,20.55
2012,November,20,0.11,59.72,98.63,15.08,10.84,21.9
2012,November,21,0,56.52,98.92,14.66,9.93,20.63
2012,November,22,0,53.76,99.12,14.62,10.16,20.39
2012,November,23,0,51.2,99.22,14.7,10.6,20.55
2012,November,24,0,58.65,99.23,14.15,10.25,19.61
2012,November,25,0,65.95,99.1,13.87,9.6,19.12
2012,November,26,0,66.59,98.75,14.19,9.61,19.96
2012,November,27,3.71,63.02,97.82,14.62,9.12,20.93
2012,November,28,0.92,58.81,97.58,8.66,4.43,13.49
2012,November,29,0.04,59.01,97.75,8.2,2.04,15.48
2012,November,30,0.01,56.56,97.67,7.78,2.32,13.43
2012,December,1,4.21,74.9,97.94,5.44,2.98,7.63
2012,December,2,0.07,69.06,98.7,7.66,2,15.45
2012,December,3,0.01,56.93,99.45,8.48,2.24,15.66
2012,December,4,0.01,60.32,99.08,9.53,5.5,15.73
2012,December,5,0.02,68.14,98.6,10.17,5.06,17.44
2012,December,6,0.01,61.22,98.86,8.67,3.84,15.48
2012,December,7,0.29,59.8,98.8,8.93,5.21,12.94
2012,December,8,0.39,68.63,98.45,10.77,5.94,18.39
2012,December,9,0.06,61.38,99.23,8.3,3.69,15.34
2012,December,10,0,54.89,99.08,7.95,3.51,13.97
2012,December,11,0.02,52.64,98.68,8.9,3.39,15.61
2012,December,12,0,59.66,98.84,7.07,3.26,13.27
2012,December,13,0,45.34,98.77,7.52,2.73,13.19
2012,December,14,0,52.21,98.78,11.29,4.96,19.37
2012,December,15,0,51.43,99.23,12.7,7.92,19.63
2012,December,16,0,62.18,99.27,13.87,8.74,21.01
2012,December,17,0,72.19,99,13.71,8.67,20.78
2012,December,18,0,59.73,99.04,12.36,7.91,19.23
2012,December,19,0,54.81,99.07,12.62,7.19,19.94
2012,December,20,0,56.31,99.03,12.22,7.71,18.47
2012,December,21,0,57.23,98.82,13.08,7.47,20.32
2012,December,22,0.01,64.51,99.08,12.62,7.6,20.3
2012,December,23,0,62.89,99.55,11.28,6.49,17.98
2012,December,24,0,59.95,99.35,10.78,6.42,17.98
2012,December,25,0,53.97,99.05,9.35,5.12,16.04
2012,December,26,0,52.9,99.03,11.15,5.71,18.14
2012,December,27,0.03,55.79,99.55,11.64,6.67,18.08
2012,December,28,0.06,61.51,99.77,9.78,3.21,18.04
2012,December,29,0.01,65.08,99.47,10.15,4.56,17.45
2012,December,30,0.03,58.08,99.4,9.88,4.16,17.52
2012,December,31,0.11,72.17,99.49,9.48,6.17,14.03
2013,January,1,0.01,61.33,99.09,8.31,4.3,14.31
2013,January,2,0.73,57.9,98.97,9.16,4.69,14.17
2013,January,3,6.52,68.86,99.51,9.03,6.19,13.77
2013,January,4,0.03,65.12,100.09,9.58,4.62,16.24
2013,January,5,0.01,64.48,99.8,9.41,3.59,17.11
2013,January,6,0,59.79,99.49,10.32,3.95,18.19
2013,January,7,0,56.51,99.37,10.51,5.6,18.21
2013,January,8,0,48.68,99.61,10.59,6.39,17.4
2013,January,9,0,50.59,99.53,10.4,6,17.87
2013,January,10,0,57.39,99.14,10.29,3.93,17.76
2013,January,11,0.01,62.36,98.99,10.72,4.88,18.08
2013,January,12,0.02,60.3,98.98,11.46,6.93,17.36
2013,January,13,1.25,58.55,98.54,10.53,6.46,16.61
2013,January,14,0.09,57.41,98.37,8.82,3.82,14.43
2013,January,15,0.11,63.85,98.64,7.32,2.38,13.63
2013,January,16,0.1,66.82,98.46,9.01,3.36,15.63
2013,January,17,0.44,64.44,97.96,12.11,8.18,17.68
2013,January,18,0.06,69.81,97.98,12.01,6.18,19.32
2013,January,19,1.52,68.24,97.37,13.23,8.34,19.34
2013,January,20,1.39,55.96,97.1,11.23,6.24,15.34
2013,January,21,0.6,67.4,97.91,9.87,3.51,17.65
2013,January,22,0.02,62.55,98.46,8.32,2.5,14.77
2013,January,23,0.69,52.6,98.25,7.74,3.34,13.18
2013,January,24,1.32,68.87,98.06,8.31,1.17,15.32
2013,January,25,0.17,55.41,98.02,8.76,2.96,14.16
2013,January,26,2.68,79.53,98.21,5.95,-0.39,11.11
2013,January,27,0.08,64.73,98.87,9.3,3.39,16.16
2013,January,28,1.25,57.62,98.86,9.76,6,15.7
2013,January,29,0.01,50.37,99.47,10.81,5.84,19.4
2013,January,30,0,35.69,99.78,11.99,6.66,19.98
2013,January,31,0,35.09,99.65,13.75,6.31,24.05
2013,February,1,0,44.02,99.32,13.22,7.72,20.96
2013,February,2,0.1,48.61,98.04,11.53,5.75,20.63
2013,February,3,1.1,58.76,98.47,7.15,3.88,11.68
2013,February,4,0.1,56.36,99.37,7.66,3.06,14.79
2013,February,5,0,53.99,99.29,8.66,2.51,16.64
2013,February,6,0.16,52.43,98.19,9.29,3.15,18.21
2013,February,7,0.82,64.64,98.18,6.78,3.07,11.32
2013,February,8,0.16,57.49,98.49,6.4,0.29,11.94
2013,February,9,1.12,60.56,98.47,7.34,1.54,13.32
